Created as New Dataset;
150,00;-0,0000
151,00;-0,0000
152,00;-0,0000
153,00;-0,0003
154,00;-0,0003
155,00;-0,0000
156,00;-0,0000
157,00;-0,0003
158,00;-0,0000
159,00;-0,0003
160,00;-0,0003
161,00;-0,0000
162,00;-0,0003
163,00;-0,0000
164,00;-0,0000
165,00;-0,0000
166,00;-0,0003
167,00;-0,0003
168,00;-0,0003
169,00;-0,0003
170,00;-0,0003
171,00;-0,0003
172,00;-0,0000
173,00;-0,0003
174,00;-0,0003
175,00;-0,0000
176,00;-0,0003
177,00;-0,0003
178,00;-0,0003
179,00;-0,0003
180,00;-0,0003
181,00;-0,0003
182,00;-0,0003
183,00;-0,0000
184,00;-0,0003
185,00;-0,0006
186,00;-0,0003
187,00;-0,0000
188,00;-0,0003
189,00;-0,0003
190,00;-0,0000
191,00;-0,0000
192,00;-0,0003
193,00;-0,0003
194,00;-0,0000
195,00;-0,0003
196,00;-0,0003
197,00;-0,0003
198,00;-0,0006
199,00;-0,0003
200,00;-0,0003
201,00;-0,0003
202,00;-0,0003
203,00;-0,0006
204,00;-0,0006
205,00;-0,0003
206,00;-0,0000
207,00;-0,0003
208,00;-0,0003
209,00;-0,0006
210,00;-0,0003
211,00;-0,0006
212,00;-0,0003
213,00;-0,0003
214,00;-0,0006
215,00;-0,0006
216,00;-0,0003
217,00;-0,0003
218,00;-0,0003
219,00;-0,0003
220,00;0,0003
221,00;0,0009
222,00;0,0018
223,00;0,0070
224,00;0,1017
225,00;0,2602
226,00;0,3022
227,00;0,2945
228,00;0,2691
229,00;0,2478
230,00;0,2378
231,00;0,2368
232,00;0,2316
233,00;0,2194
234,00;0,2009
235,00;0,1776
236,00;0,1581
237,00;0,1453
238,00;0,1403
239,00;0,1382
240,00;0,1382
241,00;0,1386
242,00;0,1390
243,00;0,1390
244,00;0,1398
245,00;0,1403
246,00;0,1403
247,00;0,1407
248,00;0,1407
249,00;0,1411
250,00;0,1415
251,00;0,1419
252,00;0,1423
253,00;0,1423
254,00;0,1423
255,00;0,1423
256,00;0,1428
257,00;0,1432
258,00;0,1428
259,00;0,1432
260,00;0,1436
261,00;0,1440
262,00;0,1436
263,00;0,1449
264,00;0,1465
265,00;0,1487
266,00;0,1551
267,00;0,1726
268,00;0,2260
269,00;0,3394
270,00;0,4635
271,00;0,5613
272,00;0,6288
273,00;0,6704
274,00;0,6906
275,00;0,6981
276,00;0,6981
277,00;0,6936
278,00;0,6862
279,00;0,6790
280,00;0,6747
281,00;0,6718
282,00;0,6718
283,00;0,6732
284,00;0,6790
285,00;0,6862
286,00;0,6936
287,00;0,7026
288,00;0,7134
289,00;0,7212
290,00;0,7292
291,00;0,7308
292,00;0,7244
293,00;0,6966
294,00;0,6378
295,00;0,5690
296,00;0,5096
297,00;0,4548
298,00;0,4054
299,00;0,3589
300,00;0,3176
301,00;0,2862
302,00;0,2635
303,00;0,2425
304,00;0,2209
305,00;0,2009
306,00;0,1849
307,00;0,1709
308,00;0,1577
309,00;0,1512
310,00;0,1470
311,00;0,1407
312,00;0,1353
313,00;0,1308
314,00;0,1276
315,00;0,1251
316,00;0,1227
317,00;0,1243
318,00;0,1300
319,00;0,1300
320,00;0,1288
321,00;0,1207
322,00;0,1156
323,00;0,1036
324,00;0,0893
325,00;0,0705
326,00;0,0538
327,00;0,0404
328,00;0,0309
329,00;0,0245
330,00;0,0203
331,00;0,0172
332,00;0,0147
333,00;0,0131
334,00;0,0116
335,00;0,0104
336,00;0,0088
337,00;0,0076
338,00;0,0067
339,00;0,0058
340,00;0,0055
341,00;0,0045
342,00;0,0036
343,00;0,0030
344,00;0,0027
345,00;0,0024
346,00;0,0021
347,00;0,0018
348,00;0,0015
349,00;0,0012
350,00;0,0009
351,00;0,0006
352,00;0,0006
353,00;0,0006
354,00;0,0003
355,00;0,0003
356,00;0,0003
357,00;0,0003
358,00;-0,0000
359,00;-0,0000
360,00;-0,0000
361,00;-0,0003
362,00;-0,0003
363,00;-0,0000
364,00;-0,0000
365,00;-0,0003
366,00;-0,0003
367,00;-0,0003
368,00;-0,0003
369,00;-0,0003
370,00;-0,0003
371,00;-0,0003
372,00;-0,0003
373,00;-0,0003
374,00;-0,0003
375,00;-0,0000
376,00;-0,0006
377,00;-0,0003
378,00;-0,0003
379,00;-0,0003
380,00;-0,0000
381,00;-0,0003
382,00;-0,0003
383,00;-0,0003
384,00;-0,0003
385,00;-0,0003
386,00;-0,0003
387,00;-0,0003
388,00;-0,0006
389,00;-0,0006
390,00;-0,0000
391,00;-0,0000
392,00;-0,0003
393,00;-0,0003
394,00;-0,0003
395,00;-0,0003
396,00;-0,0003
397,00;-0,0003
398,00;-0,0003
399,00;-0,0003
400,00;-0,0000
401,00;-0,0003
402,00;-0,0003
403,00;-0,0003
404,00;-0,0003
405,00;-0,0003
406,00;-0,0000
407,00;-0,0000
408,00;-0,0003
409,00;-0,0000
410,00;-0,0000
411,00;-0,0003
412,00;-0,0003
413,00;-0,0003
414,00;-0,0000
415,00;-0,0003
416,00;-0,0003
417,00;-0,0003
418,00;-0,0003
419,00;-0,0003
420,00;-0,0003
421,00;-0,0006
422,00;-0,0006
423,00;-0,0006
424,00;-0,0006
425,00;-0,0003
426,00;-0,0003
427,00;-0,0006
428,00;-0,0006
429,00;-0,0006
430,00;-0,0003
431,00;-0,0003
432,00;-0,0006
433,00;-0,0006
434,00;-0,0006
435,00;-0,0006
436,00;-0,0009
437,00;-0,0003
438,00;-0,0003
439,00;-0,0003
440,00;-0,0003
441,00;-0,0003
442,00;-0,0003
443,00;-0,0003
444,00;-0,0003
445,00;-0,0003
446,00;-0,0003
447,00;-0,0006
448,00;-0,0003
449,00;-0,0003
450,00;-0,0000
451,00;-0,0003
452,00;-0,0003
453,00;-0,0003
454,00;-0,0003
455,00;-0,0003
456,00;-0,0003
457,00;-0,0003
458,00;-0,0003
459,00;-0,0000
460,00;-0,0003
461,00;-0,0003
462,00;-0,0000
463,00;-0,0003
464,00;-0,0003
465,00;-0,0003
466,00;-0,0003
467,00;-0,0000
468,00;-0,0003
469,00;-0,0006
470,00;-0,0006
471,00;-0,0000
472,00;-0,0003
473,00;-0,0006
474,00;-0,0003
475,00;-0,0003
476,00;-0,0006
477,00;-0,0003
478,00;-0,0003
479,00;-0,0003
480,00;-0,0003
481,00;-0,0003
482,00;-0,0006
483,00;-0,0000
484,00;-0,0003
485,00;-0,0003
486,00;-0,0003
487,00;-0,0003
488,00;-0,0003
489,00;-0,0003
490,00;-0,0003
491,00;-0,0003
492,00;-0,0003
493,00;-0,0003
494,00;-0,0006
495,00;-0,0006
496,00;-0,0003
497,00;-0,0003
498,00;-0,0003
499,00;-0,0000
500,00;-0,0003
501,00;-0,0003
502,00;-0,0006
503,00;-0,0006
504,00;-0,0003
505,00;-0,0006
506,00;-0,0006
507,00;-0,0003
508,00;-0,0006
509,00;-0,0003
510,00;-0,0003
511,00;-0,0006
512,00;-0,0003
513,00;-0,0003
514,00;-0,0006
515,00;-0,0006
516,00;-0,0003
517,00;-0,0003
518,00;-0,0006
519,00;-0,0006
520,00;-0,0006
521,00;-0,0006
522,00;-0,0006
523,00;-0,0006
524,00;-0,0003
525,00;-0,0003
526,00;-0,0006
527,00;-0,0003
528,00;-0,0006
529,00;-0,0006
530,00;-0,0006
531,00;-0,0003
532,00;-0,0003
533,00;-0,0003
534,00;-0,0003
535,00;-0,0006
536,00;-0,0006
537,00;-0,0006
538,00;-0,0006
539,00;-0,0006
540,00;-0,0006
541,00;-0,0006
542,00;-0,0003
543,00;-0,0003
544,00;-0,0006
545,00;-0,0003
546,00;-0,0003
547,00;-0,0003
548,00;-0,0003
549,00;-0,0006
550,00;-0,0003
551,00;-0,0006
552,00;-0,0006
553,00;-0,0006
554,00;-0,0006
555,00;-0,0003
556,00;-0,0003
557,00;-0,0006
558,00;-0,0003
559,00;-0,0003
560,00;-0,0003
561,00;-0,0003
562,00;-0,0003
563,00;-0,0003
564,00;-0,0003
565,00;-0,0003
566,00;-0,0003
567,00;-0,0003
568,00;-0,0003
569,00;-0,0003
570,00;-0,0006
571,00;-0,0003
572,00;-0,0006
573,00;-0,0006
574,00;-0,0006
575,00;-0,0003
576,00;-0,0006
577,00;-0,0003
578,00;-0,0006
579,00;-0,0003
580,00;-0,0006
581,00;-0,0006
582,00;-0,0006
583,00;-0,0006
584,00;-0,0006
585,00;-0,0003
586,00;-0,0006
587,00;-0,0006
588,00;-0,0006
589,00;-0,0006
590,00;-0,0006
591,00;-0,0006
592,00;-0,0006
593,00;-0,0006
594,00;-0,0003
595,00;-0,0006
596,00;-0,0006
597,00;-0,0006
598,00;-0,0003
599,00;-0,0003
600,00;-0,0003
601,00;-0,0009
602,00;-0,0009
603,00;-0,0006
604,00;-0,0003
605,00;-0,0006
606,00;-0,0006
607,00;-0,0006
608,00;-0,0003
609,00;-0,0000
610,00;-0,0003
611,00;-0,0000
612,00;-0,0003
613,00;-0,0003
614,00;-0,0006
615,00;-0,0006
616,00;-0,0006
617,00;-0,0003
618,00;-0,0006
619,00;-0,0012
620,00;-0,0006
621,00;-0,0009
622,00;-0,0009
623,00;-0,0009
624,00;-0,0009
625,00;-0,0009
626,00;-0,0006
627,00;-0,0006
628,00;-0,0006
629,00;-0,0003
630,00;-0,0003
631,00;-0,0003
632,00;-0,0006
633,00;-0,0006
634,00;-0,0003
635,00;-0,0006
636,00;-0,0003
637,00;0,0003
638,00;0,0009
639,00;0,0015
640,00;0,0138
641,00;0,1525
642,00;0,2782
643,00;0,3034
644,00;0,2903
645,00;0,2646
646,00;0,2446
647,00;0,2362
648,00;0,2316
649,00;0,2230
650,00;0,2067
651,00;0,1868
652,00;0,1691
653,00;0,1546
654,00;0,1436
655,00;0,1382
656,00;0,1369
657,00;0,1374
658,00;0,1378
659,00;0,1382
660,00;0,1382
661,00;0,1386
662,00;0,1394
663,00;0,1398
664,00;0,1403
665,00;0,1407
666,00;0,1407
667,00;0,1415
668,00;0,1423
669,00;0,1419
670,00;0,1419
671,00;0,1419
672,00;0,1419
673,00;0,1415
674,00;0,1419
675,00;0,1419
676,00;0,1419
677,00;0,1423
678,00;0,1432
679,00;0,1432
680,00;0,1436
681,00;0,1461
682,00;0,1508
683,00;0,1594
684,00;0,1868
685,00;0,2669
686,00;0,3933
687,00;0,5087
688,00;0,5955
689,00;0,6538
690,00;0,6833
691,00;0,6951
692,00;0,6996
693,00;0,6966
694,00;0,6921
695,00;0,6847
696,00;0,6775
697,00;0,6747
698,00;0,6718
699,00;0,6718
700,00;0,6761
701,00;0,6804
702,00;0,6877
703,00;0,6981
704,00;0,7056
705,00;0,7149
706,00;0,7244
707,00;0,7308
708,00;0,7325
709,00;0,7244
710,00;0,6981
711,00;0,6300
712,00;0,5547
713,00;0,4943
714,00;0,4421
715,00;0,3940
716,00;0,3514
717,00;0,3132
718,00;0,2851
719,00;0,2581
720,00;0,2331
721,00;0,2145
722,00;0,1980
723,00;0,1817
724,00;0,1682
725,00;0,1551
726,00;0,1504
727,00;0,1457
728,00;0,1407
729,00;0,1365
730,00;0,1341
731,00;0,1292
732,00;0,1251
733,00;0,1227
734,00;0,1292
735,00;0,1308
736,00;0,1235
737,00;0,1113
738,00;0,0975
739,00;0,0827
740,00;0,0677
741,00;0,0535
742,00;0,0414
743,00;0,0328
744,00;0,0267
745,00;0,0222
746,00;0,0191
747,00;0,0166
748,00;0,0147
749,00;0,0125
750,00;0,0113
751,00;0,0101
752,00;0,0088
753,00;0,0076
754,00;0,0067
755,00;0,0058
756,00;0,0048
757,00;0,0042
758,00;0,0036
759,00;0,0027
760,00;0,0024
761,00;0,0018
762,00;0,0012
763,00;0,0009
764,00;0,0009
765,00;0,0006
766,00;0,0003
767,00;-0,0000
768,00;-0,0000
769,00;-0,0000
770,00;-0,0003
771,00;-0,0003
772,00;-0,0006
773,00;-0,0006
774,00;-0,0006
775,00;-0,0006
776,00;-0,0006
777,00;-0,0006
778,00;-0,0009
779,00;-0,0006
780,00;-0,0006
781,00;-0,0006
782,00;-0,0006
783,00;-0,0006
784,00;-0,0009
785,00;-0,0009
786,00;-0,0009
787,00;-0,0009
788,00;-0,0009
789,00;-0,0009
790,00;-0,0009
791,00;-0,0009
792,00;-0,0009
793,00;-0,0009
794,00;-0,0009
795,00;-0,0009
796,00;-0,0009
797,00;-0,0009
798,00;-0,0012
799,00;-0,0009
800,00;-0,0009
801,00;-0,0006
802,00;-0,0009
803,00;-0,0009
804,00;-0,0009
805,00;-0,0009
806,00;-0,0006
807,00;-0,0006
808,00;-0,0009
809,00;-0,0009
810,00;-0,0012
811,00;-0,0006
812,00;-0,0009
813,00;-0,0009
814,00;-0,0012
815,00;-0,0009
816,00;-0,0009
817,00;-0,0009
818,00;-0,0009
819,00;-0,0006
820,00;-0,0006
821,00;-0,0009
822,00;-0,0009
823,00;-0,0009
824,00;-0,0006
825,00;-0,0009
826,00;-0,0006
827,00;-0,0009
828,00;-0,0006
829,00;-0,0006
830,00;-0,0006
831,00;-0,0006
832,00;-0,0006
833,00;-0,0006
834,00;-0,0006
835,00;-0,0009
836,00;-0,0009
837,00;-0,0009
838,00;-0,0009
839,00;-0,0009
840,00;-0,0006
841,00;-0,0009
842,00;-0,0009
843,00;-0,0006
844,00;-0,0006
845,00;-0,0009
846,00;-0,0006
847,00;-0,0009
848,00;-0,0006
849,00;-0,0006
850,00;-0,0006
851,00;-0,0009
852,00;-0,0006
853,00;-0,0003
854,00;-0,0006
855,00;-0,0006
856,00;-0,0009
857,00;-0,0006
858,00;-0,0009
859,00;-0,0009
860,00;-0,0009
861,00;-0,0009
862,00;-0,0006
863,00;-0,0006
864,00;-0,0009
865,00;-0,0009
866,00;-0,0006
867,00;-0,0006
868,00;-0,0009
869,00;-0,0006
870,00;-0,0006
871,00;-0,0006
872,00;-0,0009
873,00;-0,0009
874,00;-0,0006
875,00;-0,0006
876,00;-0,0006
877,00;-0,0006
878,00;-0,0006
879,00;-0,0006
880,00;-0,0006
881,00;-0,0006
882,00;-0,0006
883,00;-0,0006
884,00;-0,0006
885,00;-0,0009
886,00;-0,0006
887,00;-0,0006
888,00;-0,0006
889,00;-0,0006
890,00;-0,0003
891,00;-0,0006
892,00;-0,0006
893,00;-0,0006
894,00;-0,0006
895,00;-0,0006
896,00;-0,0009
897,00;-0,0006
898,00;-0,0006
899,00;-0,0009
900,00;-0,0006
901,00;-0,0009
902,00;-0,0009
903,00;-0,0006
904,00;-0,0006
905,00;-0,0006
906,00;-0,0006
907,00;-0,0006
908,00;-0,0006
909,00;-0,0009
910,00;-0,0006
911,00;-0,0009
912,00;-0,0006
913,00;-0,0006
914,00;-0,0006
915,00;-0,0009
916,00;-0,0006
917,00;-0,0006
918,00;-0,0006
919,00;-0,0003
920,00;-0,0006
921,00;-0,0003
922,00;-0,0003
923,00;-0,0006
924,00;-0,0006
925,00;-0,0006
926,00;-0,0006
927,00;-0,0009
928,00;-0,0009
929,00;-0,0006
930,00;-0,0009
931,00;-0,0006
932,00;-0,0006
933,00;-0,0006
934,00;-0,0006
935,00;-0,0006
936,00;-0,0003
937,00;-0,0003
938,00;-0,0006
939,00;-0,0006
940,00;-0,0006
941,00;-0,0006
942,00;-0,0006
943,00;-0,0006
944,00;-0,0006
945,00;-0,0006
946,00;-0,0006
947,00;-0,0003
948,00;-0,0006
949,00;-0,0006
950,00;-0,0006
951,00;-0,0006
952,00;-0,0009
953,00;-0,0006
954,00;-0,0006
955,00;-0,0009
956,00;-0,0006
957,00;-0,0006
958,00;-0,0006
959,00;-0,0006
960,00;-0,0006
961,00;-0,0006
962,00;-0,0006
963,00;-0,0009
964,00;-0,0006
965,00;-0,0006
966,00;-0,0006
967,00;-0,0009
968,00;-0,0006
969,00;-0,0006
970,00;-0,0006
971,00;-0,0006
972,00;-0,0006
973,00;-0,0009
974,00;-0,0006
975,00;-0,0006
976,00;-0,0009
977,00;-0,0009
978,00;-0,0009
979,00;-0,0003
980,00;-0,0003
981,00;-0,0006
982,00;-0,0006
983,00;-0,0006
984,00;-0,0009
985,00;-0,0009
986,00;-0,0009
987,00;-0,0006
988,00;-0,0006
989,00;-0,0009
990,00;-0,0006
991,00;-0,0006
992,00;-0,0009
993,00;-0,0006
994,00;-0,0009
995,00;-0,0009
996,00;-0,0009
997,00;-0,0009
998,00;-0,0009
999,00;-0,0006
1000,00;-0,0009
1001,00;-0,0009
1002,00;-0,0009
1003,00;-0,0009
1004,00;-0,0009
1005,00;-0,0009
1006,00;-0,0012
1007,00;-0,0009
1008,00;-0,0009
1009,00;-0,0009
1010,00;-0,0012
1011,00;-0,0009
1012,00;-0,0009
1013,00;-0,0012
1014,00;-0,0012
1015,00;-0,0009
1016,00;-0,0009
1017,00;-0,0009
1018,00;-0,0009
1019,00;-0,0009
1020,00;-0,0012
1021,00;-0,0009
1022,00;-0,0012
1023,00;-0,0009
1024,00;-0,0009
1025,00;-0,0009
1026,00;-0,0009
1027,00;-0,0012
1028,00;-0,0012
1029,00;-0,0012
1030,00;-0,0009
1031,00;-0,0012
1032,00;-0,0012
1033,00;-0,0012
1034,00;-0,0009
1035,00;-0,0009
1036,00;-0,0012
1037,00;-0,0009
1038,00;-0,0009
1039,00;-0,0009
1040,00;-0,0012
1041,00;-0,0009
1042,00;-0,0009
1043,00;-0,0012
1044,00;-0,0009
1045,00;-0,0009
1046,00;-0,0009
1047,00;-0,0006
1048,00;-0,0003
1049,00;-0,0006
1050,00;-0,0006
1051,00;-0,0006
1052,00;-0,0006
1053,00;-0,0000
1054,00;0,0006
1055,00;0,0009
1056,00;0,0070
1057,00;0,0538
1058,00;0,2086
1059,00;0,3108
1060,00;0,3421
1061,00;0,2939
1062,00;0,2586
1063,00;0,2467
1064,00;0,2452
1065,00;0,2409
1066,00;0,2280
1067,00;0,2081
1068,00;0,1863
1069,00;0,1664
1070,00;0,1491
1071,00;0,1411
1072,00;0,1382
1073,00;0,1382
1074,00;0,1386
1075,00;0,1394
1076,00;0,1390
1077,00;0,1398
1078,00;0,1398
1079,00;0,1403
1080,00;0,1407
1081,00;0,1411
1082,00;0,1403
1083,00;0,1398
1084,00;0,1403
1085,00;0,1407
1086,00;0,1411
1087,00;0,1419
1088,00;0,1415
1089,00;0,1415
1090,00;0,1419
1091,00;0,1423
1092,00;0,1419
1093,00;0,1428
1094,00;0,1428
1095,00;0,1436
1096,00;0,1436
1097,00;0,1449
1098,00;0,1474
1099,00;0,1546
1100,00;0,1749
1101,00;0,2311
1102,00;0,3474
1103,00;0,4953
1104,00;0,6039
1105,00;0,6620
1106,00;0,6877
1107,00;0,6966
1108,00;0,6996
1109,00;0,6951
1110,00;0,6877
1111,00;0,6790
1112,00;0,6718
1113,00;0,6676
1114,00;0,6648
1115,00;0,6648
1116,00;0,6690
1117,00;0,6747
1118,00;0,6818
1119,00;0,6906
1120,00;0,7011
1121,00;0,7134
1122,00;0,7228
1123,00;0,7308
1124,00;0,7292
1125,00;0,7134
1126,00;0,6818
1127,00;0,6313
1128,00;0,5569
1129,00;0,4795
1130,00;0,4210
1131,00;0,3758
1132,00;0,3368
1133,00;0,3022
1134,00;0,2725
1135,00;0,2473
1136,00;0,2265
1137,00;0,2081
1138,00;0,1919
1139,00;0,1767
1140,00;0,1646
1141,00;0,1564
1142,00;0,1529
1143,00;0,1474
1144,00;0,1415
1145,00;0,1361
1146,00;0,1320
1147,00;0,1284
1148,00;0,1247
1149,00;0,1215
1150,00;0,1227
1151,00;0,1312
1152,00;0,1320
1153,00;0,1199
1154,00;0,1032
1155,00;0,0904
1156,00;0,0747
1157,00;0,0607
1158,00;0,0484
1159,00;0,0387
1160,00;0,0312
1161,00;0,0261
1162,00;0,0216
1163,00;0,0188
1164,00;0,0163
1165,00;0,0144
1166,00;0,0131
1167,00;0,0116
1168,00;0,0101
1169,00;0,0088
1170,00;0,0079
1171,00;0,0067
1172,00;0,0061
1173,00;0,0052
1174,00;0,0042
1175,00;0,0039
1176,00;0,0030
1177,00;0,0027
1178,00;0,0021
1179,00;0,0015
1180,00;0,0012
1181,00;0,0009
1182,00;0,0006
1183,00;0,0003
