Created as New Dataset;
149,00;-0,0003
150,00;-0,0003
151,00;-0,0003
152,00;-0,0003
153,00;-0,0006
154,00;-0,0006
155,00;-0,0006
156,00;-0,0006
157,00;-0,0006
158,00;-0,0009
159,00;-0,0006
160,00;-0,0003
161,00;-0,0006
162,00;-0,0003
163,00;-0,0003
164,00;-0,0003
165,00;-0,0006
166,00;-0,0006
167,00;-0,0003
168,00;-0,0003
169,00;-0,0006
170,00;-0,0006
171,00;-0,0003
172,00;-0,0003
173,00;-0,0003
174,00;-0,0003
175,00;-0,0006
176,00;-0,0006
177,00;-0,0006
178,00;-0,0006
179,00;-0,0006
180,00;-0,0003
181,00;-0,0006
182,00;-0,0006
183,00;-0,0006
184,00;-0,0006
185,00;-0,0006
186,00;-0,0006
187,00;-0,0006
188,00;-0,0006
189,00;-0,0003
190,00;-0,0006
191,00;-0,0006
192,00;-0,0006
193,00;-0,0006
194,00;-0,0009
195,00;-0,0009
196,00;-0,0006
197,00;-0,0006
198,00;-0,0006
199,00;-0,0006
200,00;-0,0009
201,00;-0,0006
202,00;-0,0006
203,00;-0,0006
204,00;-0,0006
205,00;-0,0006
206,00;-0,0006
207,00;-0,0006
208,00;-0,0009
209,00;-0,0003
210,00;-0,0006
211,00;-0,0006
212,00;-0,0009
213,00;-0,0006
214,00;-0,0006
215,00;-0,0009
216,00;-0,0006
217,00;-0,0009
218,00;-0,0003
219,00;0,0003
220,00;0,0009
221,00;0,0037
222,00;0,0473
223,00;0,1758
224,00;0,2859
225,00;0,3187
226,00;0,2992
227,00;0,2598
228,00;0,2253
229,00;0,2040
230,00;0,1909
231,00;0,1739
232,00;0,1603
233,00;0,1497
234,00;0,1415
235,00;0,1347
236,00;0,1314
237,00;0,1305
238,00;0,1305
239,00;0,1314
240,00;0,1310
241,00;0,1314
242,00;0,1322
243,00;0,1326
244,00;0,1326
245,00;0,1326
246,00;0,1330
247,00;0,1330
248,00;0,1330
249,00;0,1330
250,00;0,1326
251,00;0,1339
252,00;0,1339
253,00;0,1339
254,00;0,1347
255,00;0,1347
256,00;0,1343
257,00;0,1347
258,00;0,1339
259,00;0,1335
260,00;0,1343
261,00;0,1339
262,00;0,1351
263,00;0,1347
264,00;0,1351
265,00;0,1364
266,00;0,1373
267,00;0,1441
268,00;0,1653
269,00;0,2268
270,00;0,3584
271,00;0,5135
272,00;0,6165
273,00;0,6623
274,00;0,6826
275,00;0,6886
276,00;0,6886
277,00;0,6826
278,00;0,6767
279,00;0,6709
280,00;0,6680
281,00;0,6694
282,00;0,6723
283,00;0,6767
284,00;0,6841
285,00;0,6931
286,00;0,7024
287,00;0,7134
288,00;0,7215
289,00;0,7215
290,00;0,7166
291,00;0,6886
292,00;0,6165
293,00;0,5289
294,00;0,4421
295,00;0,3677
296,00;0,3085
297,00;0,2632
298,00;0,2300
299,00;0,2075
300,00;0,1899
301,00;0,1767
302,00;0,1680
303,00;0,1581
304,00;0,1510
305,00;0,1458
306,00;0,1415
307,00;0,1373
308,00;0,1343
309,00;0,1322
310,00;0,1305
311,00;0,1280
312,00;0,1264
313,00;0,1231
314,00;0,1223
315,00;0,1227
316,00;0,1289
317,00;0,1335
318,00;0,1360
319,00;0,1335
320,00;0,1251
321,00;0,1110
322,00;0,0984
323,00;0,0828
324,00;0,0692
325,00;0,0532
326,00;0,0401
327,00;0,0304
328,00;0,0238
329,00;0,0193
330,00;0,0167
331,00;0,0148
332,00;0,0125
333,00;0,0113
334,00;0,0103
335,00;0,0094
336,00;0,0081
337,00;0,0078
338,00;0,0068
339,00;0,0056
340,00;0,0053
341,00;0,0050
342,00;0,0047
343,00;0,0040
344,00;0,0034
345,00;0,0031
346,00;0,0025
347,00;0,0022
348,00;0,0022
349,00;0,0015
350,00;0,0012
351,00;0,0009
352,00;0,0006
353,00;0,0006
354,00;0,0006
355,00;0,0003
356,00;0,0006
357,00;0,0006
358,00;0,0003
359,00;0,0003
360,00;-0,0000
361,00;0,0003
362,00;-0,0000
363,00;-0,0000
364,00;-0,0000
365,00;-0,0000
366,00;-0,0003
367,00;-0,0000
368,00;-0,0000
369,00;-0,0000
370,00;-0,0000
371,00;-0,0000
372,00;-0,0000
373,00;-0,0003
374,00;-0,0000
375,00;-0,0000
376,00;-0,0006
377,00;-0,0000
378,00;-0,0000
379,00;-0,0000
380,00;-0,0003
381,00;-0,0003
382,00;-0,0003
383,00;-0,0000
384,00;-0,0003
385,00;-0,0000
386,00;-0,0000
387,00;-0,0003
388,00;-0,0003
389,00;-0,0003
390,00;-0,0003
391,00;-0,0003
392,00;-0,0003
393,00;-0,0000
394,00;-0,0000
395,00;-0,0000
396,00;-0,0003
397,00;-0,0000
398,00;-0,0000
399,00;-0,0000
400,00;-0,0000
401,00;0,0003
402,00;0,0003
403,00;0,0003
404,00;-0,0000
405,00;-0,0000
406,00;-0,0003
407,00;-0,0000
408,00;-0,0000
409,00;-0,0000
410,00;-0,0003
411,00;-0,0000
412,00;-0,0000
413,00;0,0003
414,00;-0,0000
415,00;-0,0000
416,00;-0,0000
417,00;-0,0000
418,00;-0,0000
419,00;-0,0000
420,00;-0,0000
421,00;-0,0003
422,00;-0,0000
423,00;0,0003
424,00;-0,0000
425,00;-0,0000
426,00;-0,0000
427,00;-0,0000
428,00;-0,0000
429,00;0,0003
430,00;-0,0000
431,00;-0,0000
432,00;-0,0000
433,00;-0,0000
434,00;-0,0003
435,00;-0,0000
436,00;-0,0000
437,00;0,0003
438,00;-0,0000
439,00;-0,0000
440,00;-0,0000
441,00;-0,0000
442,00;0,0003
443,00;-0,0000
444,00;-0,0000
445,00;-0,0000
446,00;-0,0000
447,00;0,0003
448,00;-0,0000
449,00;-0,0000
450,00;-0,0000
451,00;-0,0000
452,00;-0,0000
453,00;-0,0003
454,00;-0,0003
455,00;-0,0000
456,00;-0,0003
457,00;-0,0000
458,00;-0,0000
459,00;-0,0000
460,00;-0,0000
461,00;-0,0000
462,00;-0,0003
463,00;-0,0000
464,00;0,0003
465,00;0,0003
466,00;0,0003
467,00;0,0003
468,00;0,0003
469,00;0,0003
470,00;0,0003
471,00;0,0003
472,00;-0,0000
473,00;0,0003
474,00;0,0003
475,00;-0,0000
476,00;-0,0000
477,00;-0,0000
478,00;0,0003
479,00;-0,0000
480,00;-0,0000
481,00;0,0003
482,00;0,0003
483,00;0,0003
484,00;0,0006
485,00;0,0006
486,00;0,0003
487,00;0,0003
488,00;0,0006
489,00;0,0003
490,00;0,0003
491,00;0,0006
492,00;0,0006
493,00;0,0003
494,00;0,0003
495,00;-0,0000
496,00;0,0003
497,00;0,0003
498,00;0,0006
499,00;-0,0000
500,00;0,0003
501,00;0,0003
502,00;-0,0000
503,00;0,0003
504,00;0,0003
505,00;0,0003
506,00;0,0003
507,00;-0,0000
508,00;0,0003
509,00;0,0003
510,00;0,0003
511,00;0,0003
512,00;0,0003
513,00;-0,0000
514,00;-0,0000
515,00;0,0003
516,00;0,0003
517,00;0,0003
518,00;0,0003
519,00;0,0006
520,00;0,0003
521,00;0,0006
522,00;0,0006
523,00;0,0006
524,00;0,0006
525,00;0,0006
526,00;0,0003
527,00;0,0003
528,00;0,0003
529,00;0,0003
530,00;0,0003
531,00;0,0009
532,00;0,0006
533,00;0,0003
534,00;0,0003
535,00;0,0006
536,00;0,0003
537,00;0,0003
538,00;0,0003
539,00;0,0003
540,00;0,0003
541,00;0,0006
542,00;0,0003
543,00;0,0006
544,00;0,0006
545,00;0,0003
546,00;0,0003
547,00;0,0003
548,00;0,0003
549,00;0,0006
550,00;0,0006
551,00;0,0006
552,00;0,0006
553,00;0,0003
554,00;0,0006
555,00;0,0003
556,00;0,0006
557,00;0,0006
558,00;0,0006
559,00;0,0006
560,00;0,0006
561,00;0,0006
562,00;0,0006
563,00;0,0006
564,00;0,0003
565,00;0,0006
566,00;0,0006
567,00;0,0006
568,00;0,0006
569,00;0,0006
570,00;0,0006
571,00;0,0006
572,00;0,0006
573,00;0,0006
574,00;0,0009
575,00;0,0006
576,00;0,0006
577,00;0,0006
578,00;0,0006
579,00;0,0009
580,00;0,0006
581,00;0,0006
582,00;0,0009
583,00;0,0006
584,00;0,0003
585,00;0,0003
586,00;0,0006
587,00;0,0006
588,00;0,0006
589,00;0,0006
590,00;0,0006
591,00;0,0006
592,00;0,0006
593,00;0,0003
594,00;0,0006
595,00;0,0006
596,00;0,0006
597,00;0,0006
598,00;0,0006
599,00;0,0006
600,00;0,0009
601,00;0,0009
602,00;0,0009
603,00;0,0009
604,00;0,0009
605,00;0,0009
606,00;0,0012
607,00;0,0009
608,00;0,0006
609,00;0,0009
610,00;0,0009
611,00;0,0009
612,00;0,0009
613,00;0,0009
614,00;0,0009
615,00;0,0009
616,00;0,0009
617,00;0,0012
618,00;0,0012
619,00;0,0009
620,00;0,0012
621,00;0,0009
622,00;0,0009
623,00;0,0009
624,00;0,0009
625,00;0,0009
626,00;0,0009
627,00;0,0012
628,00;0,0012
629,00;0,0012
630,00;0,0012
631,00;0,0012
632,00;0,0012
633,00;0,0012
634,00;0,0012
635,00;0,0015
636,00;0,0025
637,00;0,0031
638,00;0,0122
639,00;0,0922
640,00;0,2289
641,00;0,3155
642,00;0,3226
643,00;0,2835
644,00;0,2374
645,00;0,2020
646,00;0,1804
647,00;0,1703
648,00;0,1594
649,00;0,1476
650,00;0,1390
651,00;0,1356
652,00;0,1322
653,00;0,1305
654,00;0,1305
655,00;0,1310
656,00;0,1301
657,00;0,1310
658,00;0,1310
659,00;0,1314
660,00;0,1314
661,00;0,1314
662,00;0,1326
663,00;0,1326
664,00;0,1330
665,00;0,1347
666,00;0,1339
667,00;0,1339
668,00;0,1339
669,00;0,1339
670,00;0,1343
671,00;0,1351
672,00;0,1347
673,00;0,1339
674,00;0,1347
675,00;0,1356
676,00;0,1356
677,00;0,1351
678,00;0,1343
679,00;0,1343
680,00;0,1356
681,00;0,1360
682,00;0,1373
683,00;0,1394
684,00;0,1493
685,00;0,1809
686,00;0,2835
687,00;0,4430
688,00;0,5693
689,00;0,6295
690,00;0,6580
691,00;0,6738
692,00;0,6811
693,00;0,6811
694,00;0,6752
695,00;0,6709
696,00;0,6694
697,00;0,6694
698,00;0,6709
699,00;0,6752
700,00;0,6811
701,00;0,6886
702,00;0,6977
703,00;0,7087
704,00;0,7182
705,00;0,7264
706,00;0,7264
707,00;0,7182
708,00;0,6709
709,00;0,5763
710,00;0,4777
711,00;0,3936
712,00;0,3324
713,00;0,2876
714,00;0,2542
715,00;0,2294
716,00;0,2120
717,00;0,1986
718,00;0,1885
719,00;0,1795
720,00;0,1703
721,00;0,1612
722,00;0,1528
723,00;0,1450
724,00;0,1394
725,00;0,1360
726,00;0,1339
727,00;0,1318
728,00;0,1293
729,00;0,1268
730,00;0,1243
731,00;0,1219
732,00;0,1276
733,00;0,1463
734,00;0,1617
735,00;0,1528
736,00;0,1550
737,00;0,1493
738,00;0,1381
739,00;0,1206
740,00;0,1007
741,00;0,0805
742,00;0,0613
743,00;0,0459
744,00;0,0340
745,00;0,0268
746,00;0,0212
747,00;0,0177
748,00;0,0154
749,00;0,0135
750,00;0,0122
751,00;0,0106
752,00;0,0100
753,00;0,0091
754,00;0,0078
755,00;0,0075
756,00;0,0068
757,00;0,0065
758,00;0,0059
759,00;0,0053
760,00;0,0047
761,00;0,0043
762,00;0,0040
763,00;0,0034
764,00;0,0031
765,00;0,0028
766,00;0,0025
767,00;0,0025
768,00;0,0019
769,00;0,0019
770,00;0,0015
771,00;0,0019
772,00;0,0015
773,00;0,0012
774,00;0,0012
775,00;0,0012
776,00;0,0012
777,00;0,0009
778,00;0,0012
779,00;0,0009
780,00;0,0009
781,00;0,0009
782,00;0,0009
783,00;0,0009
784,00;0,0009
785,00;0,0009
786,00;0,0009
787,00;0,0006
788,00;0,0009
789,00;0,0009
790,00;0,0006
791,00;0,0006
792,00;0,0009
793,00;0,0006
794,00;0,0006
795,00;0,0006
796,00;0,0003
797,00;0,0003
798,00;0,0009
799,00;0,0009
800,00;0,0009
801,00;0,0009
802,00;0,0009
803,00;0,0009
804,00;0,0006
805,00;0,0009
806,00;0,0006
807,00;0,0006
808,00;0,0006
809,00;0,0006
810,00;0,0009
811,00;0,0009
812,00;0,0009
813,00;0,0009
814,00;0,0009
815,00;0,0006
816,00;0,0009
817,00;0,0012
818,00;0,0012
819,00;0,0012
820,00;0,0012
821,00;0,0009
822,00;0,0012
823,00;0,0009
824,00;0,0009
825,00;0,0009
826,00;0,0009
827,00;0,0009
828,00;0,0009
829,00;0,0012
830,00;0,0012
831,00;0,0009
832,00;0,0012
833,00;0,0009
834,00;0,0009
835,00;0,0009
836,00;0,0009
837,00;0,0009
838,00;0,0009
839,00;0,0009
840,00;0,0009
841,00;0,0012
842,00;0,0012
843,00;0,0009
844,00;0,0009
845,00;0,0012
846,00;0,0012
847,00;0,0012
848,00;0,0012
849,00;0,0012
850,00;0,0012
851,00;0,0012
852,00;0,0015
853,00;0,0012
854,00;0,0012
855,00;0,0009
856,00;0,0012
857,00;0,0012
858,00;0,0009
859,00;0,0009
860,00;0,0012
861,00;0,0012
862,00;0,0012
863,00;0,0012
864,00;0,0009
865,00;0,0012
866,00;0,0012
867,00;0,0012
868,00;0,0012
869,00;0,0012
870,00;0,0012
871,00;0,0009
872,00;0,0009
873,00;0,0009
874,00;0,0012
875,00;0,0012
876,00;0,0012
877,00;0,0012
878,00;0,0012
879,00;0,0012
880,00;0,0006
881,00;0,0009
882,00;0,0012
883,00;0,0015
884,00;0,0012
885,00;0,0012
886,00;0,0012
887,00;0,0012
888,00;0,0012
889,00;0,0012
890,00;0,0012
891,00;0,0015
892,00;0,0012
893,00;0,0012
894,00;0,0012
895,00;0,0015
896,00;0,0015
897,00;0,0015
898,00;0,0015
899,00;0,0015
900,00;0,0012
901,00;0,0012
902,00;0,0012
903,00;0,0012
904,00;0,0012
905,00;0,0015
906,00;0,0015
907,00;0,0012
908,00;0,0012
909,00;0,0012
910,00;0,0009
911,00;0,0009
912,00;0,0012
913,00;0,0012
914,00;0,0012
915,00;0,0012
916,00;0,0015
917,00;0,0012
918,00;0,0012
919,00;0,0012
920,00;0,0012
921,00;0,0012
922,00;0,0012
923,00;0,0012
924,00;0,0012
925,00;0,0012
926,00;0,0015
927,00;0,0015
928,00;0,0015
929,00;0,0012
930,00;0,0015
931,00;0,0015
932,00;0,0012
933,00;0,0015
934,00;0,0012
935,00;0,0015
936,00;0,0012
937,00;0,0015
938,00;0,0012
939,00;0,0012
940,00;0,0015
941,00;0,0015
942,00;0,0012
943,00;0,0015
944,00;0,0015
945,00;0,0015
946,00;0,0015
947,00;0,0015
948,00;0,0015
949,00;0,0015
950,00;0,0012
951,00;0,0012
952,00;0,0015
953,00;0,0012
954,00;0,0012
955,00;0,0012
956,00;0,0012
957,00;0,0012
958,00;0,0012
959,00;0,0012
960,00;0,0012
961,00;0,0012
962,00;0,0015
963,00;0,0012
964,00;0,0015
965,00;0,0012
966,00;0,0015
967,00;0,0012
968,00;0,0012
969,00;0,0015
970,00;0,0015
971,00;0,0015
972,00;0,0012
973,00;0,0012
974,00;0,0009
975,00;0,0012
976,00;0,0012
977,00;0,0015
978,00;0,0012
979,00;0,0015
980,00;0,0012
981,00;0,0012
982,00;0,0015
983,00;0,0015
984,00;0,0015
985,00;0,0015
986,00;0,0015
987,00;0,0012
988,00;0,0012
989,00;0,0012
990,00;0,0012
991,00;0,0012
992,00;0,0015
993,00;0,0015
994,00;0,0015
995,00;0,0019
996,00;0,0012
997,00;0,0015
998,00;0,0012
999,00;0,0012
1000,00;0,0012
1001,00;0,0012
1002,00;0,0015
1003,00;0,0012
1004,00;0,0009
1005,00;0,0012
1006,00;0,0012
1007,00;0,0012
1008,00;0,0012
1009,00;0,0012
1010,00;0,0015
1011,00;0,0012
1012,00;0,0015
1013,00;0,0015
1014,00;0,0012
1015,00;0,0012
1016,00;0,0012
1017,00;0,0012
1018,00;0,0015
1019,00;0,0015
1020,00;0,0015
1021,00;0,0012
1022,00;0,0012
1023,00;0,0012
1024,00;0,0012
1025,00;0,0009
1026,00;0,0012
1027,00;0,0009
1028,00;0,0012
1029,00;0,0012
1030,00;0,0012
1031,00;0,0012
1032,00;0,0015
1033,00;0,0015
1034,00;0,0019
1035,00;0,0015
1036,00;0,0019
1037,00;0,0015
1038,00;0,0019
1039,00;0,0019
1040,00;0,0019
1041,00;0,0019
1042,00;0,0019
1043,00;0,0019
1044,00;0,0019
1045,00;0,0019
1046,00;0,0019
1047,00;0,0015
1048,00;0,0019
1049,00;0,0019
1050,00;0,0019
1051,00;0,0022
1052,00;0,0025
1053,00;0,0031
1054,00;0,0050
1055,00;0,0340
1056,00;0,1524
1057,00;0,2465
1058,00;0,3110
1059,00;0,2980
1060,00;0,2649
1061,00;0,2273
1062,00;0,2100
1063,00;0,1918
1064,00;0,1739
1065,00;0,1581
1066,00;0,1463
1067,00;0,1360
1068,00;0,1314
1069,00;0,1297
1070,00;0,1305
1071,00;0,1305
1072,00;0,1310
1073,00;0,1318
1074,00;0,1314
1075,00;0,1314
1076,00;0,1318
1077,00;0,1322
1078,00;0,1318
1079,00;0,1314
1080,00;0,1318
1081,00;0,1322
1082,00;0,1326
1083,00;0,1339
1084,00;0,1343
1085,00;0,1339
1086,00;0,1347
1087,00;0,1351
1088,00;0,1335
1089,00;0,1335
1090,00;0,1339
1091,00;0,1347
1092,00;0,1356
1093,00;0,1356
1094,00;0,1356
1095,00;0,1347
1096,00;0,1339
1097,00;0,1347
1098,00;0,1360
1099,00;0,1390
1100,00;0,1454
1101,00;0,1698
1102,00;0,2406
1103,00;0,3846
1104,00;0,5216
1105,00;0,6002
1106,00;0,6415
1107,00;0,6623
1108,00;0,6738
1109,00;0,6796
1110,00;0,6782
1111,00;0,6738
1112,00;0,6723
1113,00;0,6709
1114,00;0,6723
1115,00;0,6752
1116,00;0,6796
1117,00;0,6871
1118,00;0,6947
1119,00;0,7055
1120,00;0,7150
1121,00;0,7231
1122,00;0,7231
1123,00;0,7134
1124,00;0,6796
1125,00;0,5990
1126,00;0,5115
1127,00;0,4311
1128,00;0,3605
1129,00;0,3136
1130,00;0,2793
1131,00;0,2542
1132,00;0,2358
1133,00;0,2186
1134,00;0,2035
1135,00;0,1913
1136,00;0,1809
1137,00;0,1707
1138,00;0,1612
1139,00;0,1515
1140,00;0,1445
1141,00;0,1394
1142,00;0,1356
1143,00;0,1330
1144,00;0,1301
1145,00;0,1280
1146,00;0,1256
1147,00;0,1235
1148,00;0,1247
1149,00;0,1280
1150,00;0,1554
1151,00;0,1594
1152,00;0,1537
1153,00;0,1450
1154,00;0,1276
1155,00;0,1130
1156,00;0,0968
1157,00;0,0843
1158,00;0,0674
1159,00;0,0532
1160,00;0,0387
1161,00;0,0291
1162,00;0,0232
1163,00;0,0193
1164,00;0,0164
1165,00;0,0141
1166,00;0,0129
1167,00;0,0116
1168,00;0,0100
1169,00;0,0097
1170,00;0,0087
1171,00;0,0081
1172,00;0,0072
1173,00;0,0065
1174,00;0,0062
1175,00;0,0059
1176,00;0,0056
1177,00;0,0050
1178,00;0,0050
1179,00;0,0043
1180,00;0,0040
1181,00;0,0037
1182,00;0,0034
1183,00;0,0028
1184,00;0,0028
1185,00;0,0028
1186,00;0,0025
1187,00;0,0025
1188,00;0,0025
1189,00;0,0025
1190,00;0,0025
1191,00;0,0022
1192,00;0,0022
1193,00;0,0022
1194,00;0,0022
1195,00;0,0022
1196,00;0,0022
1197,00;0,0022
1198,00;0,0019
1199,00;0,0019
1200,00;0,0022
1201,00;0,0019
1202,00;0,0019
1203,00;0,0022
1204,00;0,0022
1205,00;0,0022
1206,00;0,0022
1207,00;0,0019
1208,00;0,0019
1209,00;0,0025
1210,00;0,0025
1211,00;0,0022
1212,00;0,0022
1213,00;0,0022
1214,00;0,0028
1215,00;0,0034
1216,00;0,0043
1217,00;0,0053
1218,00;0,0059
1219,00;0,0065
1220,00;0,0062
1221,00;0,0056
1222,00;0,0050
1223,00;0,0050
1224,00;0,0043
1225,00;0,0040
1226,00;0,0040
1227,00;0,0040
1228,00;0,0043
1229,00;0,0043
1230,00;0,0040
1231,00;0,0043
